label,frame,time,x,y,xoffset,yoffset,distance_to_t1,interaction_with_t1,distance_to_t3,interaction_with_t3,distance_to_t4,interaction_with_t4
t2,1,00:00:00,371.5,199.5,15.0,13.0,242.8,no-interaction,24.7,no-interaction,122.1,no-interaction
t2,2,00:00:00,371.5,199.5,15.0,13.0,242.8,no-interaction,24.7,no-interaction,122.1,no-interaction
t2,3,00:00:00,370.5,199.5,15.0,13.0,246.9,no-interaction,25.3,no-interaction,124.1,no-interaction
t2,4,00:00:00,369.5,199.5,15.0,13.0,249.6,no-interaction,25.9,no-interaction,127.1,no-interaction
t2,5,00:00:00,369.5,199.5,15.0,13.0,253.7,no-interaction,26.3,no-interaction,129.2,no-interaction
t2,6,00:00:00,368.5,200.5,15.0,13.0,257.7,no-interaction,24.9,no-interaction,130.3,no-interaction
t2,7,00:00:00,366.5,199.5,15.0,13.0,260.9,no-interaction,26.5,no-interaction,133.4,no-interaction
t2,8,00:00:00,365.5,200.5,15.0,13.0,264.5,no-interaction,26.2,no-interaction,134.5,no-interaction
t2,9,00:00:00,365.5,200.5,15.0,13.0,267.2,no-interaction,26.2,no-interaction,139.5,no-interaction
t2,10,00:00:00,364.5,200.5,15.0,13.0,271.3,no-interaction,27.0,no-interaction,143.6,no-interaction
t2,11,00:00:00,363.5,200.5,15.0,13.0,273.0,no-interaction,27.9,no-interaction,148.0,no-interaction
t2,12,00:00:00,363.5,200.5,15.0,13.0,274.9,no-interaction,27.3,no-interaction,151.1,no-interaction
t2,13,00:00:00,363.5,200.5,15.0,13.0,278.0,no-interaction,27.6,no-interaction,153.2,no-interaction
t2,14,00:00:00,363.5,201.5,15.0,13.0,283.5,no-interaction,27.1,no-interaction,157.5,no-interaction
t2,15,00:00:00,362.5,202.5,15.0,13.0,286.5,no-interaction,27.2,no-interaction,159.9,no-interaction
t2,16,00:00:00,361.5,201.5,15.0,13.0,288.4,no-interaction,27.8,no-interaction,161.2,no-interaction
t2,17,00:00:00,361.5,202.5,15.0,13.0,290.6,no-interaction,27.3,no-interaction,162.3,no-interaction
t2,18,00:00:00,360.5,202.5,15.0,13.0,293.7,no-interaction,27.9,no-interaction,165.6,no-interaction
t2,19,00:00:00,359.5,202.5,15.0,13.0,296.9,no-interaction,29.6,no-interaction,173.5,no-interaction
t2,20,00:00:00,359.5,202.5,15.0,13.0,298.7,no-interaction,30.5,no-interaction,178.8,no-interaction
t2,21,00:00:00,359.5,202.5,15.0,13.0,301.5,no-interaction,30.5,no-interaction,181.3,no-interaction
t2,22,00:00:00,359.5,203.5,15.0,13.0,302.8,no-interaction,30.8,no-interaction,184.6,no-interaction
t2,23,00:00:00,358.5,204.5,15.0,13.0,305.4,no-interaction,34.3,no-interaction,187.2,no-interaction
t2,24,00:00:00,357.5,204.5,15.0,13.0,306.3,no-interaction,36.7,no-interaction,195.7,no-interaction
t2,25,00:00:00,358.5,204.5,15.0,13.0,305.9,no-interaction,37.6,no-interaction,197.1,no-interaction
t2,26,00:00:00,357.5,205.5,15.0,13.0,309.1,no-interaction,41.0,no-interaction,200.7,no-interaction
t2,27,00:00:00,357.5,206.5,15.0,13.0,310.8,no-interaction,44.9,no-interaction,202.9,no-interaction
t2,28,00:00:00,357.5,205.5,15.0,13.0,311.3,no-interaction,47.6,no-interaction,208.5,no-interaction
t2,29,00:00:00,357.5,206.5,15.0,13.0,314.1,no-interaction,49.4,no-interaction,210.3,no-interaction
t2,30,00:00:01,357.5,205.5,15.0,13.0,314.2,no-interaction,52.7,no-interaction,212.5,no-interaction
t2,31,00:00:01,357.5,206.5,15.0,13.0,316.5,no-interaction,56.8,no-interaction,216.8,no-interaction
t2,32,00:00:01,357.5,206.5,15.0,13.0,317.4,no-interaction,60.4,no-interaction,221.8,no-interaction
t2,33,00:00:01,357.5,206.5,15.0,13.0,317.4,no-interaction,65.2,no-interaction,227.9,no-interaction
t2,34,00:00:01,356.5,207.5,15.0,13.0,319.2,no-interaction,69.3,no-interaction,232.9,no-interaction
t2,35,00:00:01,356.5,208.5,15.0,13.0,320.2,no-interaction,72.4,no-interaction,235.1,no-interaction
t2,36,00:00:01,356.5,208.5,15.0,13.0,320.2,no-interaction,77.3,no-interaction,239.0,no-interaction
t2,37,00:00:01,356.5,208.5,15.0,13.0,321.1,no-interaction,80.7,no-interaction,242.5,no-interaction
t2,38,00:00:01,356.5,209.5,15.0,13.0,323.3,no-interaction,85.2,no-interaction,247.6,no-interaction
t2,39,00:00:01,356.5,210.5,15.0,13.0,325.2,no-interaction,89.3,no-interaction,250.9,no-interaction
t2,40,00:00:01,356.5,210.5,15.0,13.0,324.4,no-interaction,92.4,no-interaction,255.0,no-interaction
t2,41,00:00:01,356.5,211.5,15.0,13.0,325.0,no-interaction,97.8,no-interaction,258.3,no-interaction
t2,42,00:00:01,357.5,212.5,15.0,13.0,323.5,no-interaction,99.2,no-interaction,264.1,no-interaction
t2,43,00:00:01,357.5,212.5,15.0,13.0,325.0,no-interaction,101.4,no-interaction,266.7,no-interaction
t2,44,00:00:01,357.5,213.5,15.0,13.0,327.2,no-interaction,103.6,no-interaction,270.5,no-interaction
t2,45,00:00:01,358.5,214.5,15.0,13.0,327.8,no-interaction,104.1,no-interaction,272.2,no-interaction
t2,46,00:00:01,358.5,214.5,15.0,13.0,328.9,no-interaction,105.5,no-interaction,278.5,no-interaction
t2,47,00:00:01,358.5,215.5,15.0,13.0,331.1,no-interaction,107.9,no-interaction,281.1,no-interaction
t2,48,00:00:01,359.5,217.5,15.0,13.0,331.5,no-interaction,108.9,no-interaction,281.1,no-interaction
t2,49,00:00:01,360.5,217.5,15.0,13.0,330.4,no-interaction,109.4,no-interaction,286.0,no-interaction
t2,50,00:00:01,360.5,217.5,15.0,13.0,332.9,no-interaction,111.9,no-interaction,290.1,no-interaction
t2,51,00:00:01,360.5,218.5,15.0,13.0,333.8,no-interaction,114.4,no-interaction,292.4,no-interaction
t2,52,00:00:01,361.5,219.5,15.0,13.0,335.7,no-interaction,115.6,no-interaction,294.7,no-interaction
t2,53,00:00:01,363.5,221.5,15.0,13.0,336.0,no-interaction,117.9,no-interaction,296.3,no-interaction
t2,54,00:00:01,363.5,223.5,15.0,13.0,339.5,no-interaction,121.0,no-interaction,295.2,no-interaction
t2,55,00:00:01,363.5,224.5,15.0,13.0,342.9,no-interaction,123.6,no-interaction,301.2,no-interaction
t2,56,00:00:01,363.5,224.5,15.0,13.0,344.5,no-interaction,125.7,no-interaction,303.0,no-interaction
t2,57,00:00:01,363.5,226.5,15.0,13.0,346.4,no-interaction,128.9,no-interaction,305.4,no-interaction
t2,58,00:00:01,364.5,227.5,15.0,13.0,347.6,no-interaction,130.9,no-interaction,307.0,no-interaction
t2,59,00:00:01,364.5,229.5,15.0,13.0,349.2,no-interaction,133.7,no-interaction,309.8,no-interaction
t2,60,00:00:02,363.5,232.5,15.0,13.0,352.7,no-interaction,139.3,no-interaction,311.4,no-interaction
t2,61,00:00:02,364.5,234.5,15.0,13.0,353.6,no-interaction,143.6,no-interaction,310.1,no-interaction
t2,62,00:00:02,364.5,236.5,15.0,13.0,355.2,no-interaction,147.2,no-interaction,310.7,no-interaction
t2,63,00:00:02,363.5,239.5,15.0,13.0,360.6,no-interaction,153.9,no-interaction,312.2,no-interaction
t2,64,00:00:02,364.5,242.5,15.0,13.0,360.2,no-interaction,157.7,no-interaction,312.4,no-interaction
t2,65,00:00:02,363.5,243.5,15.0,13.0,361.5,no-interaction,161.9,no-interaction,315.4,no-interaction
t2,66,00:00:02,362.5,247.5,15.0,13.0,367.2,no-interaction,169.8,no-interaction,316.2,no-interaction
t2,67,00:00:02,361.5,250.5,15.0,13.0,370.3,no-interaction,175.0,no-interaction,316.6,no-interaction
t2,68,00:00:02,362.5,254.5,15.0,13.0,372.9,no-interaction,181.1,no-interaction,316.5,no-interaction
t2,69,00:00:02,361.5,257.5,15.0,13.0,375.7,no-interaction,189.1,no-interaction,319.3,no-interaction
t2,70,00:00:02,361.5,261.5,15.0,13.0,379.5,no-interaction,195.1,no-interaction,316.6,no-interaction
t2,71,00:00:02,359.5,263.5,15.0,13.0,384.2,no-interaction,201.9,no-interaction,318.2,no-interaction
t2,72,00:00:02,359.5,265.5,15.0,13.0,386.4,no-interaction,207.7,no-interaction,317.8,no-interaction
t2,73,00:00:02,357.5,269.5,15.0,13.0,389.9,no-interaction,213.5,no-interaction,317.8,no-interaction
t2,74,00:00:02,357.5,272.5,15.0,13.0,392.1,no-interaction,220.1,no-interaction,315.5,no-interaction
t2,75,00:00:02,357.5,276.5,15.0,13.0,395.6,no-interaction,226.7,no-interaction,312.6,no-interaction
t2,76,00:00:02,357.5,280.5,15.0,13.0,398.8,no-interaction,232.5,no-interaction,309.6,no-interaction
t2,77,00:00:02,356.5,282.5,15.0,13.0,399.7,no-interaction,237.1,no-interaction,308.6,no-interaction
t2,78,00:00:02,354.5,284.5,15.0,13.0,402.2,no-interaction,243.1,no-interaction,308.5,no-interaction
t2,79,00:00:02,354.5,286.5,15.0,13.0,403.2,no-interaction,245.9,no-interaction,305.8,no-interaction
t2,80,00:00:02,353.5,288.5,15.0,13.0,407.0,no-interaction,250.6,no-interaction,304.7,no-interaction
t2,81,00:00:02,353.5,290.5,15.0,13.0,407.9,no-interaction,254.8,no-interaction,303.3,no-interaction
t2,82,00:00:02,354.5,292.5,15.0,13.0,409.5,no-interaction,256.2,no-interaction,300.5,no-interaction
t2,83,00:00:02,354.5,296.5,15.0,13.0,411.4,no-interaction,259.2,no-interaction,298.4,no-interaction
t2,84,00:00:02,355.5,298.5,15.0,13.0,411.4,no-interaction,260.0,no-interaction,295.6,no-interaction
t2,85,00:00:02,356.5,300.5,15.0,13.0,410.2,no-interaction,261.4,no-interaction,293.7,no-interaction
t2,86,00:00:02,355.5,303.5,15.0,13.0,413.1,no-interaction,264.2,no-interaction,294.2,no-interaction
t2,87,00:00:02,356.5,308.5,15.0,13.0,413.4,no-interaction,268.7,no-interaction,290.8,no-interaction
t2,88,00:00:02,357.5,311.5,15.0,13.0,414.0,no-interaction,270.7,no-interaction,289.3,no-interaction
t2,89,00:00:02,360.5,316.5,15.0,13.0,412.7,no-interaction,273.3,no-interaction,284.7,no-interaction
t2,90,00:00:03,360.5,318.5,15.0,13.0,414.3,no-interaction,274.7,no-interaction,285.1,no-interaction
t2,91,00:00:03,360.5,321.5,15.0,13.0,412.5,no-interaction,277.5,no-interaction,285.4,no-interaction
t2,92,00:00:03,361.5,325.5,15.0,13.0,411.8,no-interaction,280.5,no-interaction,285.8,no-interaction
t2,93,00:00:03,362.5,330.5,15.0,13.0,411.4,no-interaction,284.5,no-interaction,285.3,no-interaction
t2,94,00:00:03,364.5,333.5,15.0,13.0,410.5,no-interaction,286.3,no-interaction,284.5,no-interaction
t2,95,00:00:03,366.5,338.5,15.0,13.0,411.1,no-interaction,289.6,no-interaction,283.7,no-interaction
t2,96,00:00:03,366.5,339.5,15.0,13.0,409.3,no-interaction,291.0,no-interaction,286.5,no-interaction
t2,97,00:00:03,366.5,343.5,15.0,13.0,409.9,no-interaction,294.8,no-interaction,286.3,no-interaction
t2,98,00:00:03,367.5,348.5,15.0,13.0,408.6,no-interaction,298.9,no-interaction,284.8,no-interaction
t2,99,00:00:03,369.5,349.5,15.0,13.0,405.8,no-interaction,298.3,no-interaction,283.1,no-interaction
t2,100,00:00:03,370.5,351.5,15.0,13.0,404.2,no-interaction,301.4,no-interaction,283.6,no-interaction
t2,101,00:00:03,371.5,354.5,15.0,13.0,406.1,no-interaction,303.8,no-interaction,283.5,no-interaction
t2,102,00:00:03,373.5,356.5,15.0,13.0,404.9,no-interaction,305.5,no-interaction,281.8,no-interaction
t2,103,00:00:03,373.5,359.5,15.0,13.0,405.8,no-interaction,309.1,no-interaction,281.4,no-interaction
t2,104,00:00:03,373.5,364.5,15.0,13.0,407.7,no-interaction,314.9,no-interaction,280.0,no-interaction
t2,105,00:00:03,373.5,365.5,15.0,13.0,405.8,no-interaction,317.7,no-interaction,280.3,no-interaction
t2,106,00:00:03,376.5,369.5,15.0,13.0,404.2,no-interaction,321.9,no-interaction,277.2,no-interaction
t2,107,00:00:03,376.5,372.5,15.0,13.0,404.9,no-interaction,326.3,no-interaction,278.2,no-interaction
t2,108,00:00:03,377.5,373.5,15.0,13.0,404.4,no-interaction,327.7,no-interaction,277.9,no-interaction
t2,109,00:00:03,378.5,379.5,15.0,13.0,402.7,no-interaction,333.0,no-interaction,277.8,no-interaction
t2,110,00:00:03,378.5,382.5,15.0,13.0,402.0,no-interaction,337.1,no-interaction,279.4,no-interaction
t2,111,00:00:03,381.5,384.5,15.0,13.0,398.2,no-interaction,338.8,no-interaction,277.7,no-interaction
t2,112,00:00:03,384.5,387.5,15.0,13.0,395.6,no-interaction,341.3,no-interaction,277.0,no-interaction
t2,113,00:00:03,385.5,390.5,15.0,13.0,395.0,no-interaction,344.9,no-interaction,278.1,no-interaction
t2,114,00:00:03,386.5,393.5,15.0,13.0,394.4,no-interaction,347.7,no-interaction,281.3,no-interaction
t2,115,00:00:03,387.5,396.5,15.0,13.0,392.8,no-interaction,352.1,no-interaction,282.7,no-interaction
t2,116,00:00:03,390.5,397.5,15.0,13.0,388.1,no-interaction,351.3,no-interaction,281.2,no-interaction
t2,117,00:00:03,392.5,400.5,15.0,13.0,384.2,no-interaction,355.7,no-interaction,281.5,no-interaction
t2,118,00:00:03,395.5,401.5,15.0,13.0,380.5,no-interaction,356.6,no-interaction,281.1,no-interaction
t2,119,00:00:03,398.5,404.5,15.0,13.0,377.3,no-interaction,361.3,no-interaction,280.5,no-interaction
t2,120,00:00:04,399.5,405.5,15.0,13.0,377.1,no-interaction,364.6,no-interaction,283.2,no-interaction
t2,121,00:00:04,401.5,408.5,15.0,13.0,374.5,no-interaction,367.1,no-interaction,284.4,no-interaction
t2,122,00:00:04,404.5,410.5,15.0,13.0,373.6,no-interaction,371.6,no-interaction,283.8,no-interaction
t2,123,00:00:04,406.5,412.5,15.0,13.0,369.8,no-interaction,374.4,no-interaction,285.4,no-interaction
t2,124,00:00:04,410.5,413.5,15.0,13.0,363.6,no-interaction,374.1,no-interaction,283.3,no-interaction
t2,125,00:00:04,413.5,415.5,15.0,13.0,361.4,no-interaction,377.2,no-interaction,284.9,no-interaction
t2,126,00:00:04,416.5,417.5,15.0,13.0,358.8,no-interaction,381.1,no-interaction,284.7,no-interaction
t2,127,00:00:04,417.5,420.5,15.0,13.0,358.2,no-interaction,384.2,no-interaction,284.6,no-interaction
t2,128,00:00:04,421.5,423.5,15.0,13.0,355.4,no-interaction,386.4,no-interaction,283.5,no-interaction
t2,129,00:00:04,423.5,425.5,15.0,13.0,348.8,no-interaction,389.5,no-interaction,284.5,no-interaction
t2,130,00:00:04,427.5,427.5,15.0,13.0,344.0,no-interaction,391.5,no-interaction,284.6,no-interaction
t2,131,00:00:04,430.5,429.5,15.0,13.0,341.8,no-interaction,394.1,no-interaction,284.8,no-interaction
t2,132,00:00:04,432.5,431.5,15.0,13.0,338.3,no-interaction,397.2,no-interaction,284.0,no-interaction
t2,133,00:00:04,433.5,435.5,15.0,13.0,338.0,no-interaction,401.6,no-interaction,285.4,no-interaction
t2,134,00:00:04,436.5,438.5,15.0,13.0,334.5,no-interaction,403.4,no-interaction,283.9,no-interaction
t2,135,00:00:04,438.5,440.5,15.0,13.0,332.3,no-interaction,405.6,no-interaction,286.4,no-interaction
t2,136,00:00:04,440.5,441.5,15.0,13.0,326.4,no-interaction,407.8,no-interaction,287.9,no-interaction
t2,137,00:00:04,442.5,443.5,15.0,13.0,324.7,no-interaction,409.2,no-interaction,286.6,no-interaction
t2,138,00:00:04,444.5,444.5,15.0,13.0,322.8,no-interaction,411.4,no-interaction,285.1,no-interaction
t2,139,00:00:04,446.5,445.5,15.0,13.0,321.2,no-interaction,411.4,no-interaction,283.9,no-interaction
t2,140,00:00:04,448.5,450.5,15.0,13.0,320.4,no-interaction,414.9,no-interaction,282.5,no-interaction
t2,141,00:00:04,450.5,451.5,15.0,13.0,319.5,no-interaction,414.4,no-interaction,281.0,no-interaction
t2,142,00:00:04,453.5,455.5,15.0,13.0,318.8,no-interaction,416.0,no-interaction,279.4,no-interaction
t2,143,00:00:04,459.5,456.5,15.0,13.0,312.4,no-interaction,413.9,no-interaction,275.0,no-interaction
t2,144,00:00:04,461.5,456.5,15.0,13.0,311.5,no-interaction,412.9,no-interaction,273.4,no-interaction
t2,145,00:00:04,464.5,458.5,15.0,13.0,309.0,no-interaction,413.8,no-interaction,271.0,no-interaction
t2,146,00:00:04,467.5,462.5,15.0,13.0,305.9,no-interaction,415.0,no-interaction,269.4,no-interaction
t2,147,00:00:04,470.5,462.5,15.0,13.0,304.0,no-interaction,413.7,no-interaction,266.9,no-interaction
t2,148,00:00:04,474.5,462.5,15.0,13.0,299.2,no-interaction,411.5,no-interaction,263.9,no-interaction
t2,149,00:00:04,475.5,462.5,15.0,13.0,298.3,no-interaction,409.7,no-interaction,264.5,no-interaction
t2,150,00:00:05,478.5,462.5,15.0,13.0,296.0,no-interaction,407.9,no-interaction,263.3,no-interaction
t2,151,00:00:05,483.5,463.5,15.0,13.0,288.8,no-interaction,406.0,no-interaction,263.7,no-interaction
t2,152,00:00:05,486.5,465.5,15.0,13.0,286.6,no-interaction,406.0,no-interaction,262.3,no-interaction
t2,153,00:00:05,486.5,466.5,15.0,13.0,286.6,no-interaction,405.6,no-interaction,262.5,no-interaction
t2,154,00:00:05,490.5,467.5,15.0,13.0,280.0,no-interaction,403.8,no-interaction,264.3,no-interaction
t2,155,00:00:05,491.5,468.5,15.0,13.0,278.1,no-interaction,403.8,no-interaction,265.1,no-interaction
t2,156,00:00:05,494.5,466.5,15.0,13.0,273.3,no-interaction,399.3,no-interaction,263.7,no-interaction
t2,157,00:00:05,498.5,465.5,15.0,13.0,268.2,no-interaction,394.9,no-interaction,262.3,no-interaction
t2,158,00:00:05,501.5,466.5,15.0,13.0,264.4,no-interaction,394.0,no-interaction,263.1,no-interaction
t2,159,00:00:05,503.5,466.5,15.0,13.0,259.7,no-interaction,393.1,no-interaction,263.4,no-interaction
t2,160,00:00:05,506.5,467.5,15.0,13.0,256.2,no-interaction,393.1,no-interaction,264.3,no-interaction
t2,161,00:00:05,508.5,469.5,15.0,13.0,254.7,no-interaction,392.6,no-interaction,266.1,no-interaction
t2,162,00:00:05,511.5,470.5,15.0,13.0,249.3,no-interaction,391.7,no-interaction,268.9,no-interaction
t2,163,00:00:05,516.5,469.5,15.0,13.0,243.3,no-interaction,389.4,no-interaction,268.1,no-interaction
t2,164,00:00:05,518.5,471.5,15.0,13.0,239.6,no-interaction,389.4,no-interaction,268.7,no-interaction
t2,165,00:00:05,520.5,471.5,15.0,13.0,235.5,no-interaction,388.6,no-interaction,269.9,no-interaction
t2,166,00:00:05,523.5,474.5,15.0,13.0,233.1,no-interaction,388.6,no-interaction,271.3,no-interaction
t2,167,00:00:05,528.5,475.5,15.0,13.0,225.8,no-interaction,387.2,no-interaction,268.9,no-interaction
t2,168,00:00:05,530.5,476.5,15.0,13.0,222.6,no-interaction,387.6,no-interaction,271.1,no-interaction
t2,169,00:00:05,534.5,475.5,15.0,13.0,217.3,no-interaction,384.9,no-interaction,268.3,no-interaction
t2,170,00:00:05,537.5,476.5,15.0,13.0,211.9,no-interaction,383.6,no-interaction,267.0,no-interaction
t2,171,00:00:05,540.5,476.5,15.0,13.0,205.9,no-interaction,381.8,no-interaction,267.1,no-interaction
t2,172,00:00:05,542.5,478.5,15.0,13.0,202.8,no-interaction,382.2,no-interaction,266.2,no-interaction
t2,173,00:00:05,544.5,479.5,15.0,13.0,199.1,no-interaction,382.7,no-interaction,266.4,no-interaction
t2,174,00:00:05,549.5,480.5,15.0,13.0,193.2,no-interaction,380.9,no-interaction,264.3,no-interaction
t2,175,00:00:05,554.5,478.5,15.0,13.0,185.3,no-interaction,376.4,no-interaction,260.3,no-interaction
t2,176,00:00:05,556.5,479.5,15.0,13.0,178.6,no-interaction,375.5,no-interaction,261.2,no-interaction
t2,177,00:00:05,559.5,479.5,15.0,13.0,174.6,no-interaction,371.9,no-interaction,259.5,no-interaction
t2,178,00:00:05,565.5,479.5,15.0,13.0,165.8,no-interaction,367.4,no-interaction,255.7,no-interaction
t2,179,00:00:05,569.5,480.5,15.0,13.0,159.5,no-interaction,365.1,no-interaction,254.9,no-interaction
t2,180,00:00:06,572.5,477.5,15.0,13.0,153.4,no-interaction,359.8,no-interaction,254.2,no-interaction
t2,181,00:00:06,574.5,475.5,15.0,13.0,147.8,no-interaction,354.9,no-interaction,255.0,no-interaction
t2,182,00:00:06,577.5,474.5,15.0,13.0,140.8,no-interaction,350.4,no-interaction,253.7,no-interaction
t2,183,00:00:06,581.5,473.5,15.0,13.0,133.8,no-interaction,345.0,no-interaction,252.6,no-interaction
t2,184,00:00:06,583.5,473.5,15.0,13.0,129.1,no-interaction,342.3,no-interaction,252.9,no-interaction
t2,185,00:00:06,588.5,471.5,15.0,13.0,119.6,no-interaction,337.0,no-interaction,253.5,no-interaction
t2,186,00:00:06,589.5,468.5,15.0,13.0,114.2,no-interaction,332.1,no-interaction,253.0,no-interaction
t2,187,00:00:06,592.5,465.5,15.0,13.0,108.2,no-interaction,325.3,no-interaction,250.7,no-interaction
t2,188,00:00:06,595.5,463.5,15.0,13.0,101.2,no-interaction,320.9,no-interaction,249.9,no-interaction
t2,189,00:00:06,599.5,463.5,15.0,13.0,93.3,no-interaction,316.9,no-interaction,250.8,no-interaction
t2,190,00:00:06,603.5,462.5,15.0,13.0,83.5,no-interaction,312.4,no-interaction,253.0,no-interaction
t2,191,00:00:06,606.5,460.5,15.0,13.0,77.5,no-interaction,305.7,no-interaction,252.4,no-interaction
t2,192,00:00:06,609.5,457.5,15.0,13.0,69.4,no-interaction,300.3,no-interaction,249.4,no-interaction
t2,193,00:00:06,614.5,456.5,15.0,13.0,62.1,no-interaction,296.4,no-interaction,247.6,no-interaction
t2,194,00:00:06,615.5,456.5,15.0,13.0,59.2,no-interaction,295.1,no-interaction,249.1,no-interaction
t2,195,00:00:06,616.5,457.5,15.0,13.0,57.0,no-interaction,294.1,no-interaction,252.0,no-interaction
t2,196,00:00:06,615.5,458.5,15.0,13.0,59.2,no-interaction,295.4,no-interaction,256.0,no-interaction
t2,197,00:00:06,616.5,458.5,15.0,13.0,57.3,no-interaction,295.0,no-interaction,257.6,no-interaction
t2,198,00:00:06,615.5,459.5,15.0,13.0,59.5,no-interaction,296.7,no-interaction,260.3,no-interaction
t2,199,00:00:06,616.5,460.5,15.0,13.0,57.9,no-interaction,295.4,no-interaction,260.6,no-interaction
t2,200,00:00:06,616.5,460.5,15.0,13.0,58.8,no-interaction,295.0,no-interaction,260.6,no-interaction
t2,201,00:00:06,616.5,460.5,15.0,13.0,57.9,no-interaction,294.1,no-interaction,260.6,no-interaction
t2,202,00:00:06,617.5,461.5,15.0,13.0,57.9,no-interaction,294.1,no-interaction,263.7,no-interaction
t2,203,00:00:06,619.5,462.5,15.0,13.0,56.0,no-interaction,292.8,no-interaction,264.1,no-interaction
t2,204,00:00:06,621.5,463.5,15.0,13.0,54.4,no-interaction,289.7,no-interaction,267.2,no-interaction
t2,205,00:00:06,622.5,464.5,15.0,13.0,53.9,no-interaction,287.9,no-interaction,269.1,no-interaction
t2,206,00:00:06,622.5,464.5,15.0,13.0,53.9,no-interaction,285.8,no-interaction,272.3,no-interaction
t2,207,00:00:06,622.5,464.5,15.0,13.0,54.4,no-interaction,283.7,no-interaction,276.0,no-interaction
t2,208,00:00:06,622.5,465.5,15.0,13.0,56.3,no-interaction,283.4,no-interaction,280.5,no-interaction
t2,209,00:00:06,623.5,468.5,15.0,13.0,57.4,no-interaction,283.7,no-interaction,287.0,no-interaction
t2,210,00:00:07,624.5,468.5,15.0,13.0,57.0,no-interaction,279.3,no-interaction,289.0,no-interaction
t2,211,00:00:07,623.5,468.5,15.0,13.0,59.1,no-interaction,275.4,no-interaction,289.9,no-interaction
t2,212,00:00:07,624.5,469.5,15.0,13.0,59.1,no-interaction,274.1,no-interaction,296.0,no-interaction
t2,213,00:00:07,624.5,470.5,15.0,13.0,58.9,no-interaction,270.8,no-interaction,300.6,no-interaction
t2,214,00:00:07,624.5,470.5,15.0,13.0,60.2,no-interaction,266.9,no-interaction,307.0,no-interaction
t2,215,00:00:07,624.5,470.5,15.0,13.0,60.2,no-interaction,265.2,no-interaction,311.3,no-interaction
t2,216,00:00:07,624.5,470.5,15.0,13.0,61.5,no-interaction,259.9,no-interaction,313.1,no-interaction
t2,217,00:00:07,624.5,470.5,15.0,13.0,61.1,no-interaction,256.8,no-interaction,317.8,no-interaction
t2,218,00:00:07,624.5,470.5,15.0,13.0,61.5,no-interaction,253.4,no-interaction,320.3,no-interaction
t2,219,00:00:07,624.5,470.5,15.0,13.0,61.1,no-interaction,249.5,no-interaction,324.4,no-interaction
t2,220,00:00:07,625.5,470.5,15.0,13.0,60.5,no-interaction,245.9,no-interaction,329.4,no-interaction
